,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,Coordinates,latitude,longtitude
1002,flat,bestech park view residency,sector 2,1.51,7869.0,3.0,4.0,3+,7.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,1.0,84.0,"28.5095° N, 77.0320° E",28.5095,77.032
1003,flat,bestech park view residency,sector 2,1.01,7138.0,2.0,2.0,3,0.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
1004,house,ansals palam vihar,sector 2,5.0,12500.0,6.0,4.0,0,3.0,Moderately Old,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1005,house,ansals palam vihar,sector 2,4.0,16667.0,4.0,4.0,3+,2.0,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1006,flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,10.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,"28.5095° N, 77.0320° E",28.5095,77.032
1007,house,ansals palam vihar,sector 2,5.7,14729.0,5.0,5.0,2,2.0,Old Property,4550.0,0.0,0.0,0.0,1.0,0.0,2.0,94.0,"28.5095° N, 77.0320° E",28.5095,77.032
1008,house,palam vihar extension west zone rwa,sector 2,0.4,4444.0,3.0,4.0,2,2.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,"28.5095° N, 77.0320° E",28.5095,77.032
1009,house,independent,sector 2,2.5,16057.0,4.0,4.0,2,4.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,"28.5095° N, 77.0320° E",28.5095,77.032
1010,house,independent,sector 2,3.0,19268.0,6.0,4.0,3+,3.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,"28.5095° N, 77.0320° E",28.5095,77.032
1011,flat,bestech park view residency,sector 2,1.26,8051.0,2.0,2.0,3,7.0,Moderately Old,1416.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,"28.5095° N, 77.0320° E",28.5095,77.032
1012,house,independent,sector 2,19.5,27083.0,8.0,9.0,3+,2.0,New Property,7200.0,1.0,1.0,0.0,1.0,0.0,0.0,122.0,"28.5095° N, 77.0320° E",28.5095,77.032
1013,flat,bestech park view residency,sector 2,1.4,7865.0,3.0,3.0,3+,8.0,Moderately Old,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
1014,house,independent,sector 2,5.0,15385.0,6.0,6.0,2,1.0,Moderately Old,3611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1015,house,independent,sector 2,0.7,7778.0,1.0,1.0,0,1.0,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1016,house,independent,sector 2,2.55,16378.0,3.0,3.0,2,2.0,Old Property,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,"28.5095° N, 77.0320° E",28.5095,77.032
1017,flat,bestech park view residency,sector 2,0.56,8550.0,1.0,1.0,2,7.0,Moderately Old,722.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
1018,house,independent,sector 2,4.95,20370.0,6.0,5.0,3+,3.0,Relatively New,2430.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,"28.5095° N, 77.0320° E",28.5095,77.032
1019,house,independent,sector 2,5.7,22637.0,9.0,9.0,3+,3.0,Moderately Old,2430.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1020,flat,bestech park view residency,sector 2,1.18,7540.0,2.0,2.0,3,5.0,Old Property,1416.0,1.0,0.0,0.0,0.0,0.0,0.0,76.0,"28.5095° N, 77.0320° E",28.5095,77.032
1021,flat,bestech park view residency,sector 2,1.59,8281.0,3.0,4.0,3+,11.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,"28.5095° N, 77.0320° E",28.5095,77.032
1022,flat,palam vihar society,sector 2,0.4,8602.0,1.0,1.0,1,5.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,"28.5095° N, 77.0320° E",28.5095,77.032
1023,flat,bestech park view residency,sector 2,1.55,8073.0,3.0,4.0,3+,4.0,Old Property,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,"28.5095° N, 77.0320° E",28.5095,77.032
1024,flat,ansal plaza,sector 2,1.0,10000.0,2.0,3.0,0,1.0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1025,flat,hcbs sports ville,sector 2,0.35,4375.0,2.0,2.0,2,8.0,Relatively New,800.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,"28.5095° N, 77.0320° E",28.5095,77.032
1026,flat,bestech park view residency,sector 2,1.36,7645.0,3.0,3.0,3+,5.0,Moderately Old,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,"28.5095° N, 77.0320° E",28.5095,77.032
1027,flat,bestech park view residency,sector 2,0.98,6960.0,2.0,2.0,3,0.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,"28.5095° N, 77.0320° E",28.5095,77.032
1028,house,independent,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,1.0,43.0,"28.5095° N, 77.0320° E",28.5095,77.032
1029,flat,supertech hilltown,sector 2,0.8,5556.0,3.0,2.0,3,8.0,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1030,house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2.0,2.0,0,1.0,New Property,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1031,flat,bestech park view residency,sector 2,0.56,8629.0,1.0,2.0,2,7.0,Moderately Old,723.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
1032,house,independent,sector 2,2.95,15989.0,4.0,4.0,3+,2.0,Old Property,1845.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"28.5095° N, 77.0320° E",28.5095,77.032
1033,house,independent,sector 2,4.99,18887.0,4.0,4.0,3+,3.0,Moderately Old,2642.0,0.0,1.0,1.0,1.0,0.0,0.0,43.0,"28.5095° N, 77.0320° E",28.5095,77.032
1034,house,independent,sector 2,5.6,17284.0,8.0,6.0,3+,2.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1035,house,ansal api spanish court,sector 2,2.9,18626.0,4.0,4.0,3,2.0,Relatively New,1557.0,0.0,0.0,1.0,0.0,0.0,1.0,49.0,"28.5095° N, 77.0320° E",28.5095,77.032
1036,flat,bestech park view residency,sector 2,1.02,7208.0,2.0,2.0,3,11.0,Moderately Old,1281.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
1037,house,independent,sector 2,0.4,7619.0,2.0,2.0,1,1.0,Relatively New,583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
1038,flat,rk tower,sector 2,0.95,9596.0,2.0,2.0,1,1.0,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,"28.5095° N, 77.0320° E",28.5095,77.032
1039,flat,bestech park view residency,sector 2,1.51,7889.0,3.0,4.0,3+,8.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,"28.5095° N, 77.0320° E",28.5095,77.032
1040,flat,bestech park view residency,sector 2,0.55,8462.0,1.0,1.0,2,7.0,Moderately Old,588.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,"28.5095° N, 77.0320° E",28.5095,77.032
1041,flat,ansal api celebrity suites,sector 2,0.6,8163.0,1.0,1.0,1,5.0,Moderately Old,665.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,"28.5095° N, 77.0320° E",28.5095,77.032
1042,house,independent,sector 41,9.0,27778.0,8.0,5.0,3+,3.0,Old Property,3240.0,0.0,1.0,1.0,1.0,0.0,1.0,26.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1043,house,independent,sector 41,7.0,28283.0,7.0,7.0,3+,3.0,Moderately Old,2475.0,1.0,1.0,1.0,1.0,0.0,2.0,151.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1044,house,dlf south city 1,sector 41,2.65,18929.0,3.0,3.0,3,4.0,New Property,1400.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1045,flat,south city 1 floors,sector 41,3.4,11724.0,4.0,4.0,3,0.0,Old Property,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1046,flat,unitech the palms,sector 41,2.75,16768.0,3.0,3.0,2,14.0,Old Property,1640.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1047,house,unitech palms south city 1,sector 41,9.25,28549.0,9.0,9.0,3+,4.0,Moderately Old,5000.0,1.0,1.0,1.0,1.0,0.0,1.0,65.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1048,house,unitech palms south city 1,sector 41,9.35,28858.0,10.0,10.0,3+,4.0,Moderately Old,7500.0,1.0,1.0,0.0,0.0,0.0,1.0,70.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1049,house,independent,sector 41,7.25,29293.0,9.0,8.0,3,4.0,Old Property,2475.0,0.0,1.0,0.0,0.0,0.0,1.0,94.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1050,house,independent,sector 41,11.0,33951.0,4.0,4.0,2,3.0,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,1.0,35.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1051,house,independent,sector 41,1.65,13750.0,1.0,1.0,0,1.0,Moderately Old,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1052,house,independent,sector 41,4.25,26235.0,2.0,9.0,3+,4.0,Moderately Old,1620.0,1.0,1.0,0.0,0.0,0.0,1.0,36.0,"28.4557° N, 77.0632° E",28.4557,77.0632
1053,house,independent,sector 4,0.4,8889.0,1.0,1.0,0,1.0,Moderately Old,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1054,house,independent,sector 4,0.67,8557.0,3.0,2.0,1,1.0,Moderately Old,783.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1055,house,independent,sector 4,1.1,11111.0,3.0,4.0,1,2.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1056,house,independent,sector 4,3.2,14222.0,3.0,3.0,2,2.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1057,house,independent,sector 4,0.65,11111.0,4.0,2.0,2,2.0,Moderately Old,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1058,flat,shri ram apartments,sector 4,0.46,5111.0,2.0,2.0,1,1.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,69.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1059,house,huda ashok vihar phase,sector 4,0.7,10234.0,3.0,2.0,1,2.0,New Property,684.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1060,house,independent,sector 4,0.58,9619.0,2.0,2.0,1,2.0,Moderately Old,67.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1061,house,independent,sector 4,0.55,4074.0,3.0,3.0,2,2.0,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1062,house,independent,sector 4,0.92,15257.0,1.0,4.0,3,4.0,Moderately Old,603.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1063,house,independent,sector 4,2.35,16319.0,4.0,4.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1064,house,independent,sector 4,0.8,11852.0,2.0,3.0,1,2.0,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1065,flat,not applicable,sector 4,0.42,5600.0,2.0,2.0,1,3.0,Relatively New,833.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1066,house,independent,sector 4,0.85,7522.0,3.0,3.0,0,1.0,Moderately Old,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1067,house,independent,sector 4,0.47,10609.0,2.0,2.0,1,2.0,New Property,50.0,1.0,0.0,0.0,0.0,0.0,1.0,73.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1068,house,not applicable,sector 4,0.65,13000.0,2.0,1.0,1,3.0,Moderately Old,500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1069,house,not applicable,sector 4,0.8,6088.0,5.0,4.0,3,3.0,Under Construction,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1070,house,independent,sector 4,0.47,8007.0,2.0,1.0,1,1.0,Moderately Old,624.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1071,house,independent,sector 4,3.25,14444.0,3.0,3.0,2,2.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1072,house,independent,sector 4,0.47,3518.0,3.0,4.0,0,3.0,Moderately Old,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1073,flat,shri ram apartments,sector 4,0.32,3368.0,2.0,2.0,1,4.0,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1074,house,independent,sector 4,0.6,11696.0,3.0,3.0,1,2.0,Old Property,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1075,house,not applicable,sector 4,0.4,9259.0,1.0,1.0,1,1.0,Moderately Old,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1076,house,naman residency,sector 4,0.5,11111.0,2.0,2.0,2,2.0,New Property,450.0,1.0,1.0,0.0,1.0,1.0,0.0,14.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1077,flat,huda ashok vihar phase,sector 4,0.43,6615.0,2.0,2.0,1,2.0,Relatively New,722.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1078,house,independent,sector 4,0.55,6815.0,2.0,1.0,1,1.0,Moderately Old,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1079,house,independent,sector 4,1.1,6111.0,4.0,4.0,3+,2.0,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1080,house,independent,sector 4,4.12,8889.0,2.0,1.0,3+,2.0,Moderately Old,4635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1081,flat,shreeram apartment ii,sector 4,0.21,4667.0,1.0,1.0,1,2.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1082,flat,shri ram apartments,sector 4,0.36,3789.0,2.0,2.0,1,4.0,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1083,house,independent,sector 4,1.25,8681.0,2.0,3.0,0,1.0,Moderately Old,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1084,house,independent,sector 4,0.61,11111.0,2.0,2.0,2,2.0,Moderately Old,61.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1085,house,independent,sector 4,0.7,6648.0,3.0,3.0,0,1.0,Moderately Old,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1086,house,grover homes sec 4,sector 4,4.75,9374.0,5.0,5.0,1,1.0,Old Property,5067.0,1.0,1.0,0.0,1.0,0.0,1.0,35.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1087,flat,cancon enclave,sector 4,1.05,7778.0,3.0,2.0,2,2.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1088,house,independent,sector 4,0.65,10317.0,1.0,1.0,1,1.0,Moderately Old,70.0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1089,flat,housing apna enclave,sector 4,0.39,4105.0,2.0,2.0,1,1.0,Relatively New,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1090,house,independent,sector 4,3.3,14667.0,3.0,3.0,2,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1091,house,independent,sector 4,2.3,17012.0,4.0,4.0,3,2.0,Old Property,160.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1092,flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2.0,2.0,1,0.0,Relatively New,944.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1093,house,independent,sector 4,0.5,9259.0,2.0,3.0,2,3.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1094,house,not applicable,sector 4,0.75,11719.0,2.0,4.0,3,2.0,Moderately Old,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1095,house,independent,sector 4,1.9,8444.0,4.0,3.0,2,2.0,Moderately Old,211.0,0.0,0.0,1.0,1.0,0.0,1.0,46.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1096,house,independent,sector 4,5.0,10101.0,3.0,3.0,2,1.0,Old Property,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1097,house,independent,sector 4,0.67,9795.0,3.0,3.0,2,2.0,Relatively New,76.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,"28.4738° N, 77.0107° E",28.4738,77.0107
1098,flat,emaar digihomes,sector 62,2.15,14257.0,2.0,2.0,3,31.0,Under Construction,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1099,flat,pioneer araya,sector 62,9.14,19488.0,4.0,6.0,3,16.0,Relatively New,3932.0,1.0,1.0,1.0,0.0,0.0,1.0,146.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1100,flat,pioneer araya,sector 62,9.2,19944.0,4.0,6.0,3,5.0,Relatively New,3867.0,0.0,1.0,0.0,1.0,0.0,1.0,156.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1101,flat,emaar digihomes,sector 62,4.25,26562.0,3.0,3.0,3,8.0,Under Construction,1600.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1102,flat,pioneer urban presidia,sector 62,7.15,16486.0,4.0,5.0,3+,7.0,Relatively New,3925.0,1.0,1.0,1.0,0.0,0.0,1.0,158.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1103,flat,pioneer araya,sector 62,10.75,19499.0,5.0,7.0,3,10.0,Relatively New,4990.0,0.0,1.0,0.0,0.0,0.0,1.0,153.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1104,flat,pioneer araya,sector 62,7.56,18000.0,4.0,4.0,3+,23.0,Relatively New,4200.0,0.0,1.0,0.0,1.0,0.0,1.0,87.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1105,flat,emaar digihomes,sector 62,4.0,14870.0,3.0,3.0,3,18.0,New Property,2343.0,0.0,1.0,0.0,0.0,0.0,1.0,38.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1106,flat,emaar digihomes,sector 62,2.1,13926.0,2.0,2.0,3,12.0,New Property,1500.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1107,flat,pioneer urban presidia,sector 62,6.5,14987.0,4.0,4.0,3+,3.0,Moderately Old,3925.0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1108,flat,emaar digihomes,sector 62,2.1,14257.0,2.0,2.0,2,30.0,New Property,1365.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1109,flat,emaar digihomes,sector 62,3.95,15263.0,3.0,3.0,3,33.0,New Property,2876.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1110,flat,emaar digihomes,sector 62,2.45,16003.0,2.0,2.0,2,7.0,New Property,1200.0,1.0,0.0,0.0,0.0,0.0,2.0,174.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1111,flat,senate court,sector 62,0.9,14085.0,1.0,1.0,0,0.0,Relatively New,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1112,flat,pioneer araya,sector 62,8.35,19514.0,4.0,6.0,3,16.0,Relatively New,3872.0,0.0,1.0,0.0,1.0,0.0,0.0,153.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1113,flat,pioneer araya,sector 62,9.95,20996.0,4.0,6.0,3,12.0,Relatively New,3933.0,0.0,1.0,0.0,1.0,0.0,1.0,138.0,"28.4139° N, 77.0886° E",28.4139,77.0886
1114,house,uppal southend,sector 49,4.4,15278.0,6.0,6.0,3,3.0,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,110.0,"28.4121° N, 77.0480° E",28.4121,77.048
1115,flat,vatika city,sector 49,2.1,10417.0,3.0,3.0,3,9.0,Moderately Old,1604.25,0.0,0.0,0.0,1.0,0.0,1.0,132.0,"28.4121° N, 77.0480° E",28.4121,77.048
1116,flat,vatika city,sector 49,1.72,7818.0,3.0,3.0,2,2.0,Old Property,2444.0,0.0,0.0,0.0,0.0,0.0,1.0,144.0,"28.4121° N, 77.0480° E",28.4121,77.048
1117,flat,vatika city,sector 49,1.69,8622.0,3.0,3.0,3,3.0,Moderately Old,2178.0,0.0,0.0,0.0,1.0,0.0,0.0,136.0,"28.4121° N, 77.0480° E",28.4121,77.048
1118,house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3,3.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
1119,flat,orchid petals,sector 49,1.9,10526.0,3.0,3.0,3,2.0,Old Property,1600.0,0.0,0.0,0.0,0.0,1.0,1.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
1120,flat,orchid petals,sector 49,1.95,9974.0,3.0,3.0,3,2.0,Old Property,1633.0,0.0,0.0,0.0,0.0,0.0,1.0,90.0,"28.4121° N, 77.0480° E",28.4121,77.048
1121,flat,vatika city,sector 49,1.98,9074.0,3.0,4.0,3,9.0,Moderately Old,1750.75,0.0,1.0,0.0,0.0,0.0,1.0,101.0,"28.4121° N, 77.0480° E",28.4121,77.048
1122,house,independent,sector 49,4.5,15625.0,8.0,8.0,3,3.0,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,151.0,"28.4121° N, 77.0480° E",28.4121,77.048
1123,house,uppal southend,sector 49,6.75,32328.0,4.0,4.0,3,3.0,Relatively New,2088.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,"28.4121° N, 77.0480° E",28.4121,77.048
1124,house,eros rosewood city,sector 49,4.05,20769.0,3.0,3.0,3,2.0,Moderately Old,2000.0,0.0,1.0,1.0,0.0,0.0,0.0,46.0,"28.4121° N, 77.0480° E",28.4121,77.048
1125,flat,orchid petals,sector 49,4.52,10984.0,5.0,5.0,3+,14.0,Moderately Old,3724.0,1.0,1.0,0.0,1.0,0.0,0.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
1126,flat,bestech park view city,sector 49,2.9,12170.0,4.0,4.0,3+,5.0,Moderately Old,2157.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,"28.4121° N, 77.0480° E",28.4121,77.048
1127,flat,orchid petals,sector 49,4.16,11699.0,5.0,4.0,3+,14.0,Relatively New,3219.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,"28.4121° N, 77.0480° E",28.4121,77.048
1128,flat,orchid petals,sector 49,2.23,10969.0,3.0,3.0,3,14.0,Relatively New,1840.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,"28.4121° N, 77.0480° E",28.4121,77.048
1129,flat,orchid petals,sector 49,2.38,11498.0,3.0,4.0,3,1.0,Relatively New,2061.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
1130,house,eros rosewood villas,sector 49,2.5,13514.0,3.0,3.0,2,2.0,Moderately Old,1900.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,"28.4121° N, 77.0480° E",28.4121,77.048
1131,flat,vatika city,sector 49,1.85,10577.0,3.0,3.0,1,7.0,Moderately Old,1471.12,0.0,0.0,1.0,1.0,0.0,0.0,158.0,"28.4121° N, 77.0480° E",28.4121,77.048
1132,flat,orchid petals,sector 49,2.45,11887.0,3.0,3.0,3,0.0,Relatively New,1865.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4121° N, 77.0480° E",28.4121,77.048
1133,house,eros rosewood villas,sector 49,2.75,19841.0,3.0,3.0,1,2.0,Old Property,1386.0,0.0,0.0,0.0,0.0,1.0,1.0,80.0,"28.4121° N, 77.0480° E",28.4121,77.048
1134,house,ss aaron ville,sector 49,6.5,18808.0,5.0,5.0,2,2.0,Relatively New,3456.0,1.0,1.0,0.0,1.0,0.0,1.0,28.0,"28.4121° N, 77.0480° E",28.4121,77.048
